,Discounts Names
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero, DiaSinIva- Juguetes con ruedas diseñados como vehiculos",4
"Jugueteria 50 Cyber, Pepe Ganga Colpatria 20%, Envio Gratis Dia sin Iva",4
"Carters- Sin precios especiales, aniversario 1 fds_hogar",4
"Licencias 6 al 11 de noviembre, 30jugBlack",4
"CyberContinenteJug30%, CYBER HOGAR OU  70%",4
"15% disculpas, DESCUENTO TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Descuento adicional ropa con PPGG-Colpatria 001",4
"Descuento20Cyberesc, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, electrohogar_cyber, DiaSinIva - Planchas Electricas",4
"Jugueteria 25 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2",4
"Envio Gratis Dia sin Iva, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2, Jugueteria 30 Cyber, Dia sin Iva-utilesescolares ok, DiaSinIva- Juegos de tablero 2",4
"baby paluza bium y dr brows, Cyber Redicol",4
"BG-2018 Ropa 30%, BG-2018 20%",4
"bicicletas venzo y ontrail cyber, zoom cyber",4
"Cyber30jugueteria, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Open box completa 2",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero, DiaSinIva- Juegos electronicos y Videojuegos",4
"CYBERGANGA-40, CYBERGANGA-30, CYBERGANGA-50",4
"Avent y Dr Bowns 35% Black Friday 16/05/2019, Black Friday Priori y HP 40 20191605",4
"Envio Gratis Dia sin Iva, Dia sin Iva -Vestidos10 ok, Dia sin Iva-BuzosChaquetas 6 ok",4
"Coches 25 %, Kioskos tiendas",4
"Pepe Ganga Colpatria 10% 001, Dto 5% colpatria aniversario 2019, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Aniversario Hogar 40%",4
"bicicletas venzo y ontrail dia sin iva, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos",4
Bia Disney,4
"CG 2018-11 TC PG 20% 001, BW 2018-11 30%",4
"40Dto13al17jug, mattel20del13al17, cyberS_40%",4
"Envio Gratis Dia sin Iva, Dia sin Iva-BuzosChaquetas 6 ok, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2",4
"Mattel 25% GR, Pvt Insolita Mattel 50",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Dcts 40% Cyber- fg, CyberDeportes30%",4
"FDS de locura 2018-10 Incremento Stilotex, FDS de locura 2018-10 30% marcas",4
"Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, DiaSinIva - Hornos electricos",4
"electrohogar_cyber, Pepe Ganga Colpatria 20%, Envio Gratis Dia sin Iva, DiaSinIva - Hornos electricos, DiaSinIva - aumento % electro, DiaSinIva - Aparatos electricos para cocinar",4
"Jugueteria 40 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, Dia sin Iva- Camisetas 3 ok",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, Dia sin Iva- Pantalones 8",4
"BiB 2018-11 Juguetes 20%, TC PPGG 10% Permante 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, BiB 2018-11 Juguetes 40%, BiB 2018-11 Juguetes 50%, BiB 2018-11 Juguetes 30%",4
"Jugueteria 30 Cyber, bebe y deportes 30 cyberjulio",4
"CyberJugOct50, munckin - dream baby Baby Paluza, baby paluza bium y dr brows",4
"Continente30jug, semana santa_electrohogar, HOGAR GENERAL 1 30%",4
"electrohogar_cyber, Pepe Ganga Colpatria 20%, Envio Gratis Dia sin Iva, DiaSinIva - Cafeteras y teteras, DiaSinIva- Rompecabezas 2",4
"FREE SHIPPING DISTROLLER, 40jugBlack, Free Shipping all store",4
"Envio Gratis Dia sin Iva, DiaSinIva- Sets de Construccion, DiaSinIva- Juegos electronicos y Videojuegos, DiaSinIva- Juegos de tablero, DiaSinIVa Deportes -Balones",4
"Madrugon 2018-12 20%, Madrugon 2018-12 Marcas 40%",4
"Jugueteria 10 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, DiaSinIva - aumento % electro, DiaSinIva - Aparatos electricos para cocinar",4
"CYBERGANGA - MARCAS  -40%, CYBERGANGA-50, CYBERGANGA-40",4
"Jugueteria 50 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2",4
"Patines Y Scooter 40% (stilotex), Zoom Sports 40 %",4
"Dias de locuras 30 Escolar - Deportes, FDSDLJug30%",4
"Cyber Ganga Suben a 35%, Descuento todas las colpatria CL1 2017, Ropa -30% Baby Gangazo, Cyber Ganga Suben a 30%",4
"Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, DiaSinIva - Planchas Electricas",4
TC PPGG 10% Permante,4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, 50 Jug y Bel 17 al 20",4
"Envio Gratis Dia sin Iva, DiaSinIva- instrumentos musicales de juguete 2, Dia sin Iva - Ropainterior-zap 9 ok",4
"Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos, DiaSinIva- Canicas, bicicletas venzo y ontrail dia sin iva",4
"LOCOFINAL-40-1, Master Card - Mercado Pago -5% 2019-03, LOCOFINAL-40-2",4
"Open box, stilotex deportes 40%",4
"Envio Gratis Dia sin Iva, Dia sin Iva-Conjuntos 1 ok, Cyber Hogar 40",4
"bebe y deportes 35 cyberjulio, Envio Gratis Dia sin Iva",4
"Blacki_Hogar 40%, Free Shipping all store, 50jugBlack",4
"Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero, Dto 30 Jugueteria Dia Sin Iva, Dia sin Iva-utilesescolares, DiaSinIva- Rompecabezas, Dto Belleza 40 Dia sin Iva",4
"CyberJugueteriaOct50, Deportes 40 Cyber",4
"toma hogar zoom 30%, Flete Gratis colpatria, TARJETAS COLPATRIA  -10% ADICIONAL",4
"Aniversario 2018 FDS1 40%, TC PPGG 10% Permante 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, My baby club 10%",4
"Dto 40 Jugueteria Gran Remate, Kioskos tiendas",4
"Jugueteria 10 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - Cafeteras y teteras, DiaSinIva - aumento % electro, DiaSinIva - Aparatos electricos para cocinar",4
"Munk 40% Junio Cyber, Kioskos tiendas, Cyber chicco 40%",4
"zoom cyber, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Belleza y alimentos 40 5 al 11 aniversario",4
"10% OFF Post Dia sin Iva Caso 1, Envio Gratis Dia sin Iva, Cyber Hogar 40, Dia sin Iva - Ropainterior-zap 9 ok",4
"Envio Gratis Dia sin Iva, Dia sin Iva - Ropainterior-zap 9 ok, Jugueteria 40 Cyber, DiaSinIva- Sets de Construccion 2",4
"renuevaHogar_30%, Saldos fisher price",4
"Open box completa 2, liquidacion bebe y deportes aniversario, jugueteria 40 5 al 11 aniversario",4
"Envío gratis láminas albúm mundial, CG 25% eléctricos de belleza y hogar",4
"bebe 1 cyber, Electro Ani",4
"30jugBlack, bebesit 35, Marcas cuarenta black",4
"MonopolyMarvelNerfFurreal, Mesas de Ping pong 40%",4
"Kioskos tiendas, loco ganga_oster",4
"bicicletas venzo y ontrail dia sin iva, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, babygangazo uppa",4
"Envio Gratis Dia sin Iva, DiaSinIva Deportes - balones listo, Jugueteria 10 Cyber",4
"Envio Gratis Dia sin Iva, Dia sin Iva - Ropainterior-zap 9, Dia sin Iva-Conjuntos 1, DiaSinIva- Juegos de tablero, Dia sin Iva- Camisetas 3",4
"CYBER GANGA 35%, DESCUENTO TARJETA DE CRÉDITO PEPE GANGA  CL I 2017 COLPATRIA 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, CYBER GANGA 40%, CYBER GANGA 25%",4
"Envio Gratis Dia sin Iva, DiaSinIva- Juguetes con ruedas diseñados como vehiculos, Dia sin Iva- Pijamas 2, Dia sin Iva- Pantalones 8",4
"BW 2018-11 70%, BW 2018-11 50%",4
"LibrosSinFronteras20, Diadelniñojugueteria40",4
"gangazo carpas 50% 2020, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos, Steren 20 dia del padre, DiaSinIva- Juegos de tablero",4
"caido priori dimark 30%, caida loco toral 30% cyber, caida  loco (chicco, redicol , multim,dimark, bium)",4
"stilotex  40 % black friday, Free Shipping all store, blacki_ 40%oster, belleza40Black",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, LibrosSinFronteras30, toma de hogar dr browns , munchkin30",4
"Pepe Ganga Colpatria 20%, Envio Gratis Dia sin Iva, Dia sin Iva- Pantalones 8 ok",4
"Carters- Sin precios especiales, Electro Ani",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Belleza y alimentos 40 5 al 11 aniversario, bebe 1 cyber",4
"Envio Gratis Dia sin Iva, DiaSinIva - Hornos electricos, electrohogar_cyber, DiaSinIva - tostadores",4
"PETS, Open box completa 2",4
"Envio Gratis Dia sin Iva, Dia sin Iva -Vestidos10, Dia sin Iva- Pantalones 8, DiaSinIva- Juegos de tablero",4
"BiB 2018-11 Juguetes 30%, BiB 2018-11 General 40%, BiB 2018-11 General 70%",4
"babygangazo uppa, Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero, DiaSinIva- Muñecos de Peluche y trapo",4
"papa_hogar 20%, Saludables30",4
"Importados308al31may, TARJETAS COLPATRIA  -10% ADICIONAL, Flete Gratis colpatria",4
"BF Oster 40%, BF Hogar 25%, BF bebe 30%",4
"BiB 2018-11 General 30%, BiB 2018-11 General 20%, BiB 2018-11 General 40%",4
"Kioskos tiendas, Cyber Dimark",4
"Aniversario 2018 FDS1 40%, TC PPGG 10% Permante 001",4
"DiaSinIva - aumento % electro, Pepe Ganga Colpatria 20%, Envio Gratis Dia sin Iva",4
"Envio Gratis Dia sin Iva, Dia sin Iva- Pijamas 2 ok, Dia sin Iva- Pantalones 8 ok",4
"CyberJugOct50, CyberJugOct30, Skip Hop",4
"cyber Lunes 30% marca, Cyber Lunes 30% colecciones, Cyber Lunes 2018 Oster 40%",4
"Descuento MP - MC - Black, Free Shipping all store, Stilotex Bebe black",4
"Kioskos tiendas, Jugueteria 40% fds 2",4
"Camisetas primer precio, stilotex licencias deportes cyber, liquidacion bebe y deportes aniversario",4
"30% Bicicletas, Open box completa 2",4
"Envio Gratis Dia sin Iva, Dia sin Iva-BuzosChaquetas 6, Dia sin Iva- Camisetas 3, DiaSinIva- instrumentos musicales de juguete, Dto Belleza 40 Dia sin Iva",4
Aniversario digital oster 30%,4
"Cyber Dimark, Kioskos tiendas, Tienda 89",4
"40jugBlack, 50jugBlack, 30jugBlack",4
"caida  loco (chicco, redicol , multim,dimark, bium), Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, HOGAR GENERAL 1 30%",4
"CYBERGANGA- OSTER - 25%, Kioskos tiendas, CYBERGANGA-50",4
"Envio Gratis Dia sin Iva, Dto 30 Jugueteria Dia Sin Iva, gangazo carpas 50% 2020",4
"Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos, Dto 20 Jugueteria Dia Sin Iva",4
hasbro50,4
"Envio Gratis Dia sin Iva, DiaSinIva Deportes - otros listo, DiaSinIva- Juegos de tablero 2",4
"MonopolyMarvelNerfFurreal, Exclusivos Pepe Ganga Mattel 50%",4
"Ultimo fds aniversario 40%, Descuento tarjeta de crédito Pepe Ganga - Colpatria Aniversario 2017 - 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA",4
"Cumpleaños jugueteria 50%, TC PPGG Cumpleaños 2018, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA",4
"MattelBabyGangazo30, Asturias 30% 18 al 31, LibrosSinFronteras30",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Dtos 70 Black 15052019",4
"Jugueteria 10 Cyber, Envio Gratis Dia sin Iva, DiaSinIva - Cafeteras y teteras, DiaSinIva - Aparatos electricos para cocinar",4
Toma Baby universe 30% infanti,4
"BiB 2018-11 Juguetes 50%, BiB 2018-11 General 50%",4
"Loco de la ganga Bbe, Open box completa 2, Importados40LocoFinal",4
"munchkin 40%, Open box, joovy",4
"FDS de locura 2018-10 Incremento Stilotex, Baby Palooza 2018-10 40%",4
"Cyber chicco 40%, CyberJUG40%, CyberJUG30%",4
"Cyber lunes Continente 40%, cyber Lunes 30% marca",4
"TARJETAS COLPATRIA  -10% ADICIONAL, mattel20del13al17, 40Dto13al17jug",4
"bebe y deportes 40 cyberjulio, Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2",4
"Cyber Ganga Suben a 30%, CYBER GANGA 20%, CYBER GANGA 25%",4
"Jugueteria 40 Cyber, Envio Gratis Dia sin Iva, DiaSinIva- Animales de Juguete 2, Descuento30Cyberesc, Dia sin Iva-utilesescolares ok",4
"aniversario 2 fds_hogar, tv novedades 22% agosto",4
"20jugBlack, Kioskos tiendas",4
"50 Jug y Bel 17 al 20, Open box completa 2",4
"Envio Gratis Dia sin Iva, Dia sin Iva-BuzosChaquetas 6 ok, Jugueteria 30 Cyber, Dia sin Iva-utilesescolares ok, DiaSinIva- Juegos de tablero 2",4
"Envio Gratis Dia sin Iva, DiaSinIva- Rompecabezas 2, Descuento30Cyberesc, Dia sin Iva-utilesescolares ok",4
"Descuento20Cyberesc, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, DiaSinIva - Hornos electricos",4
"Open box, Bebesit fantastico",4
"CyberJugOct50, Marcas en firme Cyber, CyberJugOct30",4
"liquidacion bebe y deportes aniversario, Fisher Ropa, Belleza y alimentos 40 5 al 11 aniversario",4
"Black Friday 30 bebesi 20191605, Kioskos tiendas",4
"Envio Gratis Dia sin Iva, DiaSinIva- Animales de Juguete, Delsey- MASCOTAS",4
"Hot Sale Hasbro Juguetes 40, Drop-Clothes",4
"Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero 2, DiaSinIva - Aparatos electricos para cocinar",4
"Skip hop, Free Shipping all store, happy days ropa",4
"Descuento20Cyberesc, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, Jugueteria 20 Cyber, DiaSinIva- Juegos de tablero 2",4
"CYBER HOGAR 30%, CyberContinenteJug30%",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIVa Deportes -Balones",4
"Envio Gratis Dia sin Iva, Dia sin Iva - Bodies 4, Dia sin Iva -Mamelucos 5, DiaSinIva- Juegos de tablero",4
"Envio Gratis Dia sin Iva, DiaSinIva- Sets de Construccion 2, DiaSinIva - Aparatos electricos para cocinar",4
"Clothes infinito 50, Alimentos 40 Aniversario Bebe",4
"Vestuario Todo Cyber Junio 50% 2019, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Cyber 40% Junio bebe",4
"40jugBlack, Free Shipping all store, 30jugBlack, Marcas cuarenta black",4
"Madrugon 2018-12 20%, Madrugon 2018-12 50%, Madrugon 2018-12 30%",4
Bium Mobiliario 30 - 2 Julio,4
"Pvt Insolita Mattel 50, Pvt Insolita Mattel 30",4
"Hot Sale 40%, Hot Sale 25%",4
"aniversario fds_hogar 40%, Aniversario Belleza 40 2, Drop-Clothes",4
"30jugBlack, Free Shipping all store, 40jugBlack, Blacki_Hogar 30%",4
"40 Jugueteria Aniversario FDS 2, Mobiliario bebe 50%",4
"nuby, Vitrinas, Aniversario bebe ultimo",4
"60jugblack, Free Shipping all store, 40jugBlack",4
"Aniversario  clothes 2, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Little me",4
"Envio Gratis Dia sin Iva, Dia sin Iva- Pijamas 2, DiaSinIva- Juguetes con ruedas diseñados como vehiculos, DiaSinIva- Juegos de tablero",4
"CyberJugueteriaOct30, Toral",4
"Hasta Agotar existencias 50%, Baja rotacion 2",4
"40jugBlack, 20jugBlack, Black friday 30 Escolar - Deportes",4
"Jugueteria FDS 3 40%, Juegos de Mesa 40% fds 3",4
"Envio Gratis Dia sin Iva, DiaSinIva- Juegos electronicos y Videojuegos, DiaSinIva- Rompecabezas",4
"Envio Gratis Dia sin Iva, DiaSinIva - secadores electricos, Dia sin Iva-utilesescolares ok",4
"Electro-Hogar 40% HD, Electro-Hogar 30% HD, Carter´s happy days",4
"BiB 2018-11 General 40%, BiB 2018-11 Juguetes 20%, BiB 2018-11 Juguetes 30%",4
"CG II-2018 30%, CG II - 2018 Tarjetas Colaptria 10%, CG II - 2018 Fifa, CG II - 2018 -  30%",4
"Free Shipping all store, Perfumes25Black, Belleza30Black",4
"40jugBlack, Free Shipping all store, Marcas cuarenta black",4
"Jugueteria 30 Cyber, Alimentos y Bebidas 30% cyber",4
"Hot Sale 50%, Hot Sale 20%, Hot Sale 30%",4
"electrohogar_cyber, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, DiaSinIva - hornos Microondas",4
"Kioskos tiendas, Envio Gratis Dia sin Iva, DiaSinIva - Cafeteras y teteras",4
"baby boom 40%, happy days ropa",4
"Envio Gratis Dia sin Iva, DiaSinIva - Hornos electricos, electrohogar_cyber, DiaSinIva - Planchas Electricas",4
"Descuento20Cyberesc, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, DiaSinIva- instrumentos musicales de juguete 2",4
"10% OFF Post Dia sin Iva Caso 1, Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero 2, Dia sin Iva-Conjuntos 1 ok",4
"HasbroCyber20, DtosMattel30del27Maral15Abr",4
"fds2_electro, fds2_electro, perfumeria258al11nov, Navidad508al11",4
"Envio Gratis Dia sin Iva, DiaSinIva- instrumentos musicales de juguete 2, DiaSinIva - secadores electricos",4
"Pets importado, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA",4
"dia del padre jug 30, Envio Gratis Dia sin Iva, DiaSinIva- Juegos de tablero, DiaSinIva- Juguetes con ruedas diseñados como vehiculos",4
"Mattel 25% GR, Open box",4
"caida loco toral 30%, HOGAR GENERAL 1 30%",4
"Hot Sale 60%, Hot Sale 25%",4
"Belleza30Black, Descuento MP - MC - Black, Free Shipping all store",4
"Panaleras fisher price, Cyber Ropa",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Nickelodeon",4
Gran Remate 70%,4
"Pepe Ganga Colpatria 10% 001, Master Card - Mercado Pago -5% 2019-03, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Kioskos tiendas",4
"babygangazo uppa, Envio Gratis Dia sin Iva, DiaSinIva- Juegos electronicos y Videojuegos, DiaSinIva- Juegos de tablero",4
"Cyber Redicol, Kioskos tiendas, Cyber Ropa",4
"Dto 40 Jugueteria Gran Remate, Dto 50 Jugueteria Gran Remate, Dto 30 Jugueteria Gran Remate",4
"Envio Gratis Dia sin Iva, Dia sin Iva- Camisetas 3 ok, DiaSinIva- Juegos de tablero 2",4
"Madrugon 2018-12 Marcas 40%, Madrugon 2018-12 50%, Stilotex 30% 2018-11",4
"chicco joie toma hogar, Open box completa 2, stilotex licencias mayo 30%",4
"Envio Gratis Dia sin Iva, DiaSinIva - MuñecasyMuñecos 2, Dia sin Iva-Conjuntos 1 ok",4
"Dto 30 Jugueteria Dia Sin Iva, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIva- Canicas, DiaSinIva - Maquinas de Afeitar, DiaSinIva- Juguetes con ruedas diseñados como vehiculos",4
"Marcas cuarenta black, Free Shipping all store, 20jugBlack, 30jugBlack, Open box",4
"40jugBlack, Descuento MP - MC - Black, Free Shipping all store, Licencias 6 al 11 de noviembre",4
"stilotex deportes 40%, Free Shipping all store, 40jugBlack",4
"Carters- Sin precios especiales, 10% OFF Post Dia sin Iva Caso 1, Drop-Ropa",4
"10% OFF Post Dia sin Iva Caso 1, Envio Gratis Dia sin Iva, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2, DiaSinIva - MuñecasyMuñecos 2",4
"Dias especiales 40% electro, increible bium",4
"bebesit 40, Free Shipping all store, happy days ropa, Carter´s Black friday",4
"BiB 2018-11 Juguetes 40%, BiB 2018-11 General 30%",4
"Envio Gratis Dia sin Iva, DiaSinIva- Rompecabezas 2, Cyber Hogar 30%",4
"My baby club 10%, BiB 2018-11 Juguetes 40%, BiB 2018-11 Juguetes 30%",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Flete Gratis Fantasia",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, jugueteria 40 5 al 11 aniversario, Belleza y alimentos 40 5 al 11 aniversario",4
"Envio Gratis Dia sin Iva, DiaSinIva- instrumentos musicales de juguete, DiaSinIva- Juegos electronicos y Videojuegos, DiaSinIva- Juegos de tablero, Open box completa 2",4
"zoom cyber, liquidacion bebe y deportes aniversario, jugueteria 40 5 al 11 aniversario",4
"joie, Kioskos tiendas",4
"Camisetas primer precio, Envio Gratis Dia sin Iva, Dia sin Iva- Camisetas 3 ok, DiaSinIva- Animales de Juguete 2",4
"Cyber Hogar 40, Envio Gratis Dia sin Iva, Dia sin Iva-BuzosChaquetas 6 ok, Dia sin Iva-Conjuntos 1 ok",4
"30jugBlack, 40jugBlack, Free Shipping all store",4
"50jugBlack, Kioskos tiendas",4
"Cyber Ropa, Ropa 30 babypalu, Cyber stilotex 25",4
"Envio Gratis Dia sin Iva, DiaSinIva - Hornos electricos, DiaSinIva - Aparatos electricos para cocinar",4
"Kioskos tiendas, Envio Gratis Dia sin Iva, DiaSinIva - Aparatos electricos para cocinar, electrohogar_cyber, DiaSinIva - Cafeteras y teteras",4
"joovy, Kioskos tiendas",4
"renuevaHogar_30%, Belleza 30 toma hogar",4
"Preventa Barbie 60años, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA",4
"Pets importado esenciales, stilotex licencias mayo 30%, gangazo carpas 50% 2020",4
"hasbro40al30Abr, PETS",4
"happy days ropa, Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Carter´s happy days",4
"BiB 2018-11 General 20%, BiB 2018-11 General 30%",4
"Oster online 2018-09 30%, TC PPGG 10% Permante 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA",4
caida iva - 15% electrohogar,4
"Envio Gratis Dia sin Iva, Dia sin Iva- Pijamas 2 ok, Jugueteria 40 Cyber, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2",4
"dia de la madre qmax 30%, MattelBabyGangazo30",4
"10% OFF Post Dia sin Iva Caso 1, Envio Gratis Dia sin Iva, Pets alimentos, Dia sin Iva-Mascotas",4
"Cyber Hogar 30%, Envio Gratis Dia sin Iva, DiaSinIva - Planchas Electricas",4
"Juegos de Mesa 40% fds 3, Jugueteria40%fds4, Escolar 40%, Jugueteria50%fds4",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIva - Secadores Electricos, DiaSinIva - electrodomesticos para alimentos",4
"TC PPGG Cumpleaños 2018, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Cumpleaños ropa 50%, Oster, Remington, whal 40% cumpleaños, Cumpleaños ropa 30%",4
"Envio Gratis Dia sin Iva, Open box completa 2, Dia sin Iva- Pantalones 8, DiaSinIva- Gafas de sol",4
"cyber Lunes 30% marca, CG BUJ 10%",4
Dcts Toma hogar- 3 PLU oster,4
"Black Friday 30 Little Me, Black Friday 30 continente 20191506",4
"BiB 2018-11 General 40%, TC PPGG 10% Permante 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, BiB 2018-11 Juguetes 30%",4
"Descuento Asturias 30 Aniversario, Carters- Sin precios especiales",4
"10% OFF Post Dia sin Iva Caso 1, Descuento Asturias 30 Aniversario, Camisetas primer precio, Drop-Ropa",4
"40jugMAD, 20jugMAD",4
"Pepe Ganga Colpatria 10% 001, ENVIO GRATIS TARJETA DE CRÉDITO PEPE GANGA  COLPATRIA, Envio Gratis Dia sin Iva, DiaSinIva - Secadores Electricos, DiaSinIva- instrumentos musicales de juguete, DiaSinIva - MuñecasyMuñecos",4
"electrohogar_cyber, Envio Gratis Dia sin Iva, DiaSinIva - Hornos electricos, DiaSinIva- Juguetes con ruedas diseñados como vehiculos 2",4
